# i, j, A_i, A_j
3.900000000000000000e+01 4.800000000000000000e+01 7.307794040356662833e-06 6.939330937632905735e-05
3.900000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 7.640734351797729015e-05
4.000000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -6.355290484827546692e-05
4.000000000000000000e+01 1.000000000000000000e+00 6.728610544939072783e-06 -5.778806538518266349e-05
4.000000000000000000e+01 2.000000000000000000e+00 1.260771464061732287e-05 -5.262957513741218314e-05
4.000000000000000000e+01 3.000000000000000000e+00 1.853277788659311648e-05 -5.359599170932308475e-05
4.000000000000000000e+01 4.000000000000000000e+00 2.451726529899149779e-05 -5.444872179079376451e-05
4.000000000000000000e+01 5.000000000000000000e+00 3.073051306020917087e-05 -5.543486378851941547e-05
4.000000000000000000e+01 6.000000000000000000e+00 3.717798028304695633e-05 -5.650960670090581991e-05
4.000000000000000000e+01 7.000000000000000000e+00 4.386069649388909652e-05 -5.765487768977529677e-05
4.000000000000000000e+01 8.000000000000000000e+00 5.084070203434978277e-05 -5.883117247312678356e-05
4.000000000000000000e+01 9.000000000000000000e+00 5.817907668713017018e-05 -6.007124399918869367e-05
4.000000000000000000e+01 1.000000000000000000e+01 6.587174348227548036e-05 -6.128253239997443532e-05
4.000000000000000000e+01 1.100000000000000000e+01 7.393858149856805681e-05 -6.223103936640373996e-05
4.000000000000000000e+01 1.200000000000000000e+01 8.237175539555109801e-05 -6.286361510129961786e-05
4.000000000000000000e+01 1.300000000000000000e+01 9.124908795556379171e-05 -6.316501332935623705e-05
4.000000000000000000e+01 1.400000000000000000e+01 1.003911553805401620e-04 -6.296003356803125560e-05
4.000000000000000000e+01 1.500000000000000000e+01 1.098155019175363193e-04 -6.207351157408393019e-05
4.000000000000000000e+01 1.600000000000000000e+01 1.192752753412115404e-04 -6.039144044692499680e-05
4.000000000000000000e+01 1.700000000000000000e+01 1.288022123434700282e-04 -5.780820418686989908e-05
4.000000000000000000e+01 1.800000000000000000e+01 1.381586077734567124e-04 -5.423129004918114150e-05
4.000000000000000000e+01 1.900000000000000000e+01 1.472247268775072932e-04 -4.953355404875407503e-05
4.000000000000000000e+01 2.000000000000000000e+01 1.554588451787321506e-04 -4.358034627847929242e-05
4.000000000000000000e+01 2.100000000000000000e+01 1.628182372795288282e-04 -3.645483002070462001e-05
4.000000000000000000e+01 2.200000000000000000e+01 1.689686734436128589e-04 -2.827105606451811408e-05
4.000000000000000000e+01 2.300000000000000000e+01 1.736276194171826760e-04 -1.917462908829529415e-05
4.000000000000000000e+01 2.400000000000000000e+01 1.764223432767029337e-04 -9.483441271350857155e-06
4.000000000000000000e+01 2.500000000000000000e+01 1.773293089215285988e-04 5.777796991215423950e-07
4.000000000000000000e+01 2.600000000000000000e+01 1.762590314352867815e-04 1.067157680873182055e-05
4.000000000000000000e+01 2.700000000000000000e+01 1.733557259288088549e-04 2.047502493324735752e-05
4.000000000000000000e+01 2.800000000000000000e+01 1.686154852498399819e-04 2.953997995049789400e-05
4.000000000000000000e+01 2.900000000000000000e+01 1.623926349284975004e-04 3.770441832044290481e-05
4.000000000000000000e+01 3.000000000000000000e+01 1.548515433453835632e-04 4.483516920605347920e-05
4.000000000000000000e+01 3.100000000000000000e+01 1.463878579547634872e-04 5.083492413511352115e-05
4.000000000000000000e+01 3.200000000000000000e+01 1.372731376366014282e-04 5.568743812570163629e-05
4.000000000000000000e+01 3.300000000000000000e+01 1.277357139406869201e-04 5.938055987815110117e-05
4.000000000000000000e+01 3.400000000000000000e+01 1.180143121513451353e-04 6.206760092164275528e-05
4.000000000000000000e+01 3.500000000000000000e+01 1.083659806513577765e-04 6.373124046673715650e-05
4.000000000000000000e+01 3.600000000000000000e+01 9.884311054179819710e-05 6.469614713620024235e-05
4.000000000000000000e+01 3.700000000000000000e+01 8.954023478678564858e-05 6.514890207483486732e-05
4.000000000000000000e+01 3.800000000000000000e+01 8.051189019369573699e-05 6.491784071987718096e-05
4.000000000000000000e+01 3.900000000000000000e+01 7.179914953377072298e-05 6.429541951259910458e-05
4.000000000000000000e+01 4.000000000000000000e+01 6.346075205029331578e-05 6.348442640418793664e-05
4.000000000000000000e+01 4.100000000000000000e+01 5.558621450209771725e-05 6.248838154442531512e-05
4.000000000000000000e+01 4.200000000000000000e+01 4.798935585646857773e-05 6.153829799075639841e-05
4.000000000000000000e+01 4.300000000000000000e+01 4.072336545096722719e-05 6.053167456888223249e-05
4.000000000000000000e+01 4.400000000000000000e+01 3.370292333215537295e-05 5.951392867192551719e-05
4.000000000000000000e+01 4.500000000000000000e+01 2.692509529148352950e-05 5.858697206326988159e-05
4.000000000000000000e+01 4.600000000000000000e+01 2.036270525492790901e-05 5.795283721215172738e-05
4.000000000000000000e+01 4.700000000000000000e+01 1.387278113887602726e-05 5.790528484671862919e-05
4.000000000000000000e+01 4.800000000000000000e+01 7.637014092601565108e-06 6.235404055840940705e-05
4.000000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 6.665048428582667154e-05
4.100000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -5.477048739737927773e-05
4.100000000000000000e+01 1.000000000000000000e+00 6.951949444255141238e-06 -5.135679999602171255e-05
4.100000000000000000e+01 2.000000000000000000e+00 1.270004846724847469e-05 -4.770733118331560354e-05
4.100000000000000000e+01 3.000000000000000000e+00 1.853569550245163567e-05 -4.772264844556971578e-05
4.100000000000000000e+01 4.000000000000000000e+00 2.456378947370033660e-05 -4.838104889666564349e-05
4.100000000000000000e+01 5.000000000000000000e+00 3.072770953478820208e-05 -4.916103376186209308e-05
4.100000000000000000e+01 6.000000000000000000e+00 3.707769301424657235e-05 -4.996148046810112812e-05
4.100000000000000000e+01 7.000000000000000000e+00 4.369443623587928021e-05 -5.087973715107825469e-05
4.100000000000000000e+01 8.000000000000000000e+00 5.049228866373125482e-05 -5.181596071978213439e-05
4.100000000000000000e+01 9.000000000000000000e+00 5.756008844280202999e-05 -5.272990376304210851e-05
4.100000000000000000e+01 1.000000000000000000e+01 6.494044084601489691e-05 -5.354356882386569413e-05
4.100000000000000000e+01 1.100000000000000000e+01 7.267806943741164237e-05 -5.412916745500638690e-05
4.100000000000000000e+01 1.200000000000000000e+01 8.061895045933294840e-05 -5.449107074028428045e-05
4.100000000000000000e+01 1.300000000000000000e+01 8.882227209900707410e-05 -5.454065684038026654e-05
4.100000000000000000e+01 1.400000000000000000e+01 9.724882783329825064e-05 -5.411322925158652038e-05
4.100000000000000000e+01 1.500000000000000000e+01 1.057850624466825408e-04 -5.313179065902955741e-05
4.100000000000000000e+01 1.600000000000000000e+01 1.144109399139551088e-04 -5.145749805176170338e-05
4.100000000000000000e+01 1.700000000000000000e+01 1.228711843610984732e-04 -4.901147434714647755e-05
4.100000000000000000e+01 1.800000000000000000e+01 1.311368102285735910e-04 -4.573619752000967695e-05
4.100000000000000000e+01 1.900000000000000000e+01 1.389306368146735302e-04 -4.148534265784037519e-05
4.100000000000000000e+01 2.000000000000000000e+01 1.461540899772620881e-04 -3.630721329015324265e-05
4.100000000000000000e+01 2.100000000000000000e+01 1.523793783259007307e-04 -3.025563824660799060e-05
4.100000000000000000e+01 2.200000000000000000e+01 1.575249841670261185e-04 -2.341483952834227424e-05
4.100000000000000000e+01 2.300000000000000000e+01 1.613676921161429230e-04 -1.585039112882342689e-05
4.100000000000000000e+01 2.400000000000000000e+01 1.637332235922465506e-04 -7.755311495853981982e-06
4.100000000000000000e+01 2.500000000000000000e+01 1.645262394581168178e-04 5.282139045606959113e-07
4.100000000000000000e+01 2.600000000000000000e+01 1.636804598139347355e-04 8.878099195231705341e-06
4.100000000000000000e+01 2.700000000000000000e+01 1.611815230034158446e-04 1.692635366025798706e-05
4.100000000000000000e+01 2.800000000000000000e+01 1.571894950055585313e-04 2.455598549150101069e-05
4.100000000000000000e+01 2.900000000000000000e+01 1.519009833605061482e-04 3.148652167340245007e-05
4.100000000000000000e+01 3.000000000000000000e+01 1.454762141063996707e-04 3.741814883242170148e-05
4.100000000000000000e+01 3.100000000000000000e+01 1.381801755608574726e-04 4.269907051926408572e-05
4.100000000000000000e+01 3.200000000000000000e+01 1.301927193338459640e-04 4.707332868119100313e-05
4.100000000000000000e+01 3.300000000000000000e+01 1.218818904227521945e-04 5.035579427333967354e-05
4.100000000000000000e+01 3.400000000000000000e+01 1.132102778135277523e-04 5.287541339384413787e-05
4.100000000000000000e+01 3.500000000000000000e+01 1.044010048654759747e-04 5.461126848159793875e-05
4.100000000000000000e+01 3.600000000000000000e+01 9.573147711640204614e-05 5.569795882347537480e-05
4.100000000000000000e+01 3.700000000000000000e+01 8.709118489470823749e-05 5.628702100917500235e-05
4.100000000000000000e+01 3.800000000000000000e+01 7.861040204057390905e-05 5.627580505776166473e-05
4.100000000000000000e+01 3.900000000000000000e+01 7.045068339656221802e-05 5.601249198483156870e-05
4.100000000000000000e+01 4.000000000000000000e+01 6.249690376995128494e-05 5.552954725998235624e-05
4.100000000000000000e+01 4.100000000000000000e+01 5.493928446301339012e-05 5.490860798959052748e-05
4.100000000000000000e+01 4.200000000000000000e+01 4.749885154912842342e-05 5.424979063603434606e-05
4.100000000000000000e+01 4.300000000000000000e+01 4.039048483267057717e-05 5.342827829877744620e-05
4.100000000000000000e+01 4.400000000000000000e+01 3.351211043951980717e-05 5.266554338463523219e-05
4.100000000000000000e+01 4.500000000000000000e+01 2.677895631193375576e-05 5.200719461980442206e-05
4.100000000000000000e+01 4.600000000000000000e+01 2.029752337656060891e-05 5.132984467487996334e-05
4.100000000000000000e+01 4.700000000000000000e+01 1.383869607209372790e-05 5.043711037141948789e-05
4.100000000000000000e+01 4.800000000000000000e+01 7.398499492796204021e-06 5.552052823745303009e-05
4.100000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 6.113331533277415993e-05
4.200000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -4.964900595976518444e-05
4.200000000000000000e+01 1.000000000000000000e+00 6.739968315195815591e-06 -4.508801691793418880e-05
4.200000000000000000e+01 2.000000000000000000e+00 1.266650899207762230e-05 -4.104582907921569210e-05
4.200000000000000000e+01 3.000000000000000000e+00 1.848655451945107388e-05 -4.173225070287122284e-05
4.200000000000000000e+01 4.000000000000000000e+00 2.447713163265122032e-05 -4.225670775845719810e-05
4.200000000000000000e+01 5.000000000000000000e+00 3.063793012925212752e-05 -4.292096024797317972e-05
4.200000000000000000e+01 6.000000000000000000e+00 3.692321528282924115e-05 -4.354287999981474179e-05
4.200000000000000000e+01 7.000000000000000000e+00 4.339632658709649386e-05 -4.424028204029061429e-05
4.200000000000000000e+01 8.000000000000000000e+00 4.999651940117524115e-05 -4.496552026620403378e-05
4.200000000000000000e+01 9.000000000000000000e+00 5.692619235356322972e-05 -4.562309181690505158e-05
4.200000000000000000e+01 1.000000000000000000e+01 6.402006291213624845e-05 -4.616455140536482294e-05
4.200000000000000000e+01 1.100000000000000000e+01 7.136740408884595811e-05 -4.655252975308568847e-05
4.200000000000000000e+01 1.200000000000000000e+01 7.882208769236604892e-05 -4.671941243970418613e-05
4.200000000000000000e+01 1.300000000000000000e+01 8.646578018948780945e-05 -4.653513595539093481e-05
4.200000000000000000e+01 1.400000000000000000e+01 9.424027416767000436e-05 -4.599724322035578889e-05
4.200000000000000000e+01 1.500000000000000000e+01 1.021082649739756551e-04 -4.491139949342707206e-05
4.200000000000000000e+01 1.600000000000000000e+01 1.099137673829265745e-04 -4.330531853250906438e-05
4.200000000000000000e+01 1.700000000000000000e+01 1.175971708551307626e-04 -4.108233387225141689e-05
4.200000000000000000e+01 1.800000000000000000e+01 1.249422310698842121e-04 -3.817183759560608455e-05
4.200000000000000000e+01 1.900000000000000000e+01 1.319322477131902615e-04 -3.451627430006557785e-05
4.200000000000000000e+01 2.000000000000000000e+01 1.380378769854687083e-04 -3.013160476725209192e-05
4.200000000000000000e+01 2.100000000000000000e+01 1.434835285057603905e-04 -2.508393583094058969e-05
4.200000000000000000e+01 2.200000000000000000e+01 1.478901828172747416e-04 -1.928274227427592170e-05
4.200000000000000000e+01 2.300000000000000000e+01 1.512011831698535842e-04 -1.296638966307486198e-05
4.200000000000000000e+01 2.400000000000000000e+01 1.531812126225521155e-04 -6.324893929376962376e-06
4.200000000000000000e+01 2.500000000000000000e+01 1.538174722327570161e-04 5.250159208097272823e-07
4.200000000000000000e+01 2.600000000000000000e+01 1.531071341771693579e-04 7.326860354030847317e-06
4.200000000000000000e+01 2.700000000000000000e+01 1.509497769887313242e-04 1.398406012487115333e-05
4.200000000000000000e+01 2.800000000000000000e+01 1.475586046685246682e-04 2.025944030758819762e-05
4.200000000000000000e+01 2.900000000000000000e+01 1.429192867060330246e-04 2.599113742128404420e-05
4.200000000000000000e+01 3.000000000000000000e+01 1.373749281494249415e-04 3.111436140640480357e-05
4.200000000000000000e+01 3.100000000000000000e+01 1.310126815975894165e-04 3.555142936255981448e-05
4.200000000000000000e+01 3.200000000000000000e+01 1.239310289670359942e-04 3.938915298759635818e-05
4.200000000000000000e+01 3.300000000000000000e+01 1.164123425377219649e-04 4.239811835783288945e-05
4.200000000000000000e+01 3.400000000000000000e+01 1.086835017873435992e-04 4.458671536436653550e-05
4.200000000000000000e+01 3.500000000000000000e+01 1.006373995546823549e-04 4.625243976961145032e-05
4.200000000000000000e+01 3.600000000000000000e+01 9.268972419982914003e-05 4.738632716543250516e-05
4.200000000000000000e+01 3.700000000000000000e+01 8.467959697658629489e-05 4.802782699900673023e-05
4.200000000000000000e+01 3.800000000000000000e+01 7.677386925365712353e-05 4.827733922173116149e-05
4.200000000000000000e+01 3.900000000000000000e+01 6.911166385340690725e-05 4.818192124197648047e-05
4.200000000000000000e+01 4.000000000000000000e+01 6.152702728743448743e-05 4.797302747063910875e-05
4.200000000000000000e+01 4.100000000000000000e+01 5.422740048263490972e-05 4.749032932360245361e-05
4.200000000000000000e+01 4.200000000000000000e+01 4.702181023603943066e-05 4.698949836041358546e-05
4.200000000000000000e+01 4.300000000000000000e+01 4.002310884241186916e-05 4.654493345927361624e-05
4.200000000000000000e+01 4.400000000000000000e+01 3.324177482088604271e-05 4.590240015118869578e-05
4.200000000000000000e+01 4.500000000000000000e+01 2.663160561719347551e-05 4.537238500031068333e-05
4.200000000000000000e+01 4.600000000000000000e+01 2.017185952045845622e-05 4.501257697231169952e-05
4.200000000000000000e+01 4.700000000000000000e+01 1.377384394261900712e-05 4.500626096295422431e-05
4.200000000000000000e+01 4.800000000000000000e+01 7.571952411261827990e-06 4.851534448631567915e-05
4.200000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 5.185348530023426350e-05
4.300000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -4.129055076698764655e-05
4.300000000000000000e+01 1.000000000000000000e+00 6.959985832209237172e-06 -3.869029100394409025e-05
4.300000000000000000e+01 2.000000000000000000e+00 1.265394506978989803e-05 -3.596074497906034863e-05
4.300000000000000000e+01 3.000000000000000000e+00 1.846431204963774165e-05 -3.591202580499611776e-05
4.300000000000000000e+01 4.000000000000000000e+00 2.439553905243052676e-05 -3.622967328686458986e-05
4.300000000000000000e+01 5.000000000000000000e+00 3.048620252550365698e-05 -3.671495011168407225e-05
4.300000000000000000e+01 6.000000000000000000e+00 3.664917365638482557e-05 -3.720308401025676178e-05
4.300000000000000000e+01 7.000000000000000000e+00 4.302563309142301085e-05 -3.780643303273225470e-05
4.300000000000000000e+01 8.000000000000000000e+00 4.948243856331982710e-05 -3.828609495331539853e-05
4.300000000000000000e+01 9.000000000000000000e+00 5.618969956017164547e-05 -3.870636025208110120e-05
4.300000000000000000e+01 1.000000000000000000e+01 6.305229744436096294e-05 -3.910235708858296575e-05
4.300000000000000000e+01 1.100000000000000000e+01 7.003521705644112877e-05 -3.932714267477658643e-05
4.300000000000000000e+01 1.200000000000000000e+01 7.717282478101280033e-05 -3.939269463964242910e-05
4.300000000000000000e+01 1.300000000000000000e+01 8.429697896740961319e-05 -3.912247036507631110e-05
4.300000000000000000e+01 1.400000000000000000e+01 9.157857652621886478e-05 -3.847074446709867470e-05
4.300000000000000000e+01 1.500000000000000000e+01 9.888848551979577384e-05 -3.745829744377298732e-05
4.300000000000000000e+01 1.600000000000000000e+01 1.059819656905022821e-04 -3.596859217060659588e-05
4.300000000000000000e+01 1.700000000000000000e+01 1.129339497438377853e-04 -3.398301066018883992e-05
4.300000000000000000e+01 1.800000000000000000e+01 1.194719230513318297e-04 -3.140112066195017808e-05
4.300000000000000000e+01 1.900000000000000000e+01 1.256842119851862252e-04 -2.838969674225587901e-05
4.300000000000000000e+01 2.000000000000000000e+01 1.311448427577593880e-04 -2.475593249758311363e-05
4.300000000000000000e+01 2.100000000000000000e+01 1.358980680991091075e-04 -2.040333241480195726e-05
4.300000000000000000e+01 2.200000000000000000e+01 1.397803472356291864e-04 -1.569718486424908060e-05
4.300000000000000000e+01 2.300000000000000000e+01 1.426594994310274086e-04 -1.055936132354605298e-05
4.300000000000000000e+01 2.400000000000000000e+01 1.444043110827548742e-04 -5.139022432950550012e-06
4.300000000000000000e+01 2.500000000000000000e+01 1.448891745307974085e-04 4.541354591779383360e-07
4.300000000000000000e+01 2.600000000000000000e+01 1.442089636148969137e-04 6.010403951206013361e-06
4.300000000000000000e+01 2.700000000000000000e+01 1.424289480078729940e-04 1.137782415161329736e-05
4.300000000000000000e+01 2.800000000000000000e+01 1.393999501073497948e-04 1.652549520880271109e-05
4.300000000000000000e+01 2.900000000000000000e+01 1.354292638454996549e-04 2.130284515430272332e-05
4.300000000000000000e+01 3.000000000000000000e+01 1.305068615812447850e-04 2.551154372397809343e-05
4.300000000000000000e+01 3.100000000000000000e+01 1.248657736645057692e-04 2.925517133687513842e-05
4.300000000000000000e+01 3.200000000000000000e+01 1.185781636888906640e-04 3.247298962132355148e-05
4.300000000000000000e+01 3.300000000000000000e+01 1.117415915475261320e-04 3.510826709364727859e-05
4.300000000000000000e+01 3.400000000000000000e+01 1.046321136224334127e-04 3.710047041080452796e-05
4.300000000000000000e+01 3.500000000000000000e+01 9.738297459045973685e-05 3.861749089408347954e-05
4.300000000000000000e+01 3.600000000000000000e+01 8.991943095016467747e-05 3.974015624537931475e-05
4.300000000000000000e+01 3.700000000000000000e+01 8.254026066307598220e-05 4.037116606300298585e-05
4.300000000000000000e+01 3.800000000000000000e+01 7.508305619277134187e-05 4.070787193458227709e-05
4.300000000000000000e+01 3.900000000000000000e+01 6.771873839085220986e-05 4.076565001860893260e-05
4.300000000000000000e+01 4.000000000000000000e+01 6.044387405444338283e-05 4.064528388921035871e-05
4.300000000000000000e+01 4.100000000000000000e+01 5.337326800116141620e-05 4.040339093819547071e-05
4.300000000000000000e+01 4.200000000000000000e+01 4.649962530309855596e-05 4.004549899581130550e-05
4.300000000000000000e+01 4.300000000000000000e+01 3.968199866009865598e-05 3.964824288362405824e-05
4.300000000000000000e+01 4.400000000000000000e+01 3.297885240833649701e-05 3.927404015941683853e-05
4.300000000000000000e+01 4.500000000000000000e+01 2.650001025387039178e-05 3.893727931937683557e-05
4.300000000000000000e+01 4.600000000000000000e+01 2.002504336637429930e-05 3.847208300030549496e-05
4.300000000000000000e+01 4.700000000000000000e+01 1.369013254478406696e-05 3.783720326222285966e-05
4.300000000000000000e+01 4.800000000000000000e+01 7.315810573601258326e-06 4.174668429483402297e-05
4.300000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 4.598941051025050395e-05
4.400000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -3.572903429534671010e-05
4.400000000000000000e+01 1.000000000000000000e+00 6.658970474093162979e-06 -3.243407184814429078e-05
4.400000000000000000e+01 2.000000000000000000e+00 1.262846259963037700e-05 -2.954150286178718423e-05
4.400000000000000000e+01 3.000000000000000000e+00 1.841716470780375509e-05 -2.999065672023059411e-05
4.400000000000000000e+01 4.000000000000000000e+00 2.432737455745266641e-05 -3.023481728259128277e-05
4.400000000000000000e+01 5.000000000000000000e+00 3.026889012024759932e-05 -3.066732564401888092e-05
4.400000000000000000e+01 6.000000000000000000e+00 3.640725647238146471e-05 -3.100344943389538792e-05
4.400000000000000000e+01 7.000000000000000000e+00 4.266183092973689943e-05 -3.140701713335561276e-05
4.400000000000000000e+01 8.000000000000000000e+00 4.904554996329948545e-05 -3.180145379745539917e-05
4.400000000000000000e+01 9.000000000000000000e+00 5.543677970181476607e-05 -3.205323293586391574e-05
4.400000000000000000e+01 1.000000000000000000e+01 6.210521338970704359e-05 -3.231903390909533964e-05
4.400000000000000000e+01 1.100000000000000000e+01 6.874807982556763739e-05 -3.243200241643385108e-05
4.400000000000000000e+01 1.200000000000000000e+01 7.555674184176898304e-05 -3.245765052873570171e-05
4.400000000000000000e+01 1.300000000000000000e+01 8.239062032330327881e-05 -3.212938421018487036e-05
4.400000000000000000e+01 1.400000000000000000e+01 8.926597504020587618e-05 -3.140573666796962825e-05
4.400000000000000000e+01 1.500000000000000000e+01 9.601672212848383781e-05 -3.050801032914365473e-05
4.400000000000000000e+01 1.600000000000000000e+01 1.026447335890452381e-04 -2.925985430846705297e-05
4.400000000000000000e+01 1.700000000000000000e+01 1.089443461836964611e-04 -2.759237651142186932e-05
4.400000000000000000e+01 1.800000000000000000e+01 1.149347890170101692e-04 -2.542157535425764456e-05
4.400000000000000000e+01 1.900000000000000000e+01 1.204297935577168749e-04 -2.284335459363801956e-05
4.400000000000000000e+01 2.000000000000000000e+01 1.254395938107209752e-04 -1.991774865332920962e-05
4.400000000000000000e+01 2.100000000000000000e+01 1.296459900985255285e-04 -1.644843135307079126e-05
4.400000000000000000e+01 2.200000000000000000e+01 1.330816730957834373e-04 -1.252131094235762066e-05
4.400000000000000000e+01 2.300000000000000000e+01 1.355576327277640256e-04 -8.342425815949174213e-06
4.400000000000000000e+01 2.400000000000000000e+01 1.370997715662418967e-04 -4.095218829606962416e-06
4.400000000000000000e+01 2.500000000000000000e+01 1.375568399476722833e-04 3.296684529517667807e-07
4.400000000000000000e+01 2.600000000000000000e+01 1.369531832066506844e-04 4.866633831106432790e-06
4.400000000000000000e+01 2.700000000000000000e+01 1.353019085527462726e-04 9.175046617324034409e-06
4.400000000000000000e+01 2.800000000000000000e+01 1.327065478911437085e-04 1.325975614521485851e-05
4.400000000000000000e+01 2.900000000000000000e+01 1.291241119914825403e-04 1.709804889517903444e-05
4.400000000000000000e+01 3.000000000000000000e+01 1.247517890014618878e-04 2.055087122541091786e-05
4.400000000000000000e+01 3.100000000000000000e+01 1.196885340734369068e-04 2.362273147020569350e-05
4.400000000000000000e+01 3.200000000000000000e+01 1.140135403148747587e-04 2.626497087061672097e-05
4.400000000000000000e+01 3.300000000000000000e+01 1.078222617282005938e-04 2.845206829137563809e-05
4.400000000000000000e+01 3.400000000000000000e+01 1.012370527125110663e-04 3.022809840730014035e-05
4.400000000000000000e+01 3.500000000000000000e+01 9.446466542417829228e-05 3.153975709734271513e-05
4.400000000000000000e+01 3.600000000000000000e+01 8.750835454209083858e-05 3.254361323804875051e-05
4.400000000000000000e+01 3.700000000000000000e+01 8.048721732550868056e-05 3.319145224161339463e-05
4.400000000000000000e+01 3.800000000000000000e+01 7.347686502149179959e-05 3.345581694950738915e-05
4.400000000000000000e+01 3.900000000000000000e+01 6.641737411694487300e-05 3.354273910364852142e-05
4.400000000000000000e+01 4.000000000000000000e+01 5.949306737359875974e-05 3.362755708094831509e-05
4.400000000000000000e+01 4.100000000000000000e+01 5.263770064151455062e-05 3.354608057225762674e-05
4.400000000000000000e+01 4.200000000000000000e+01 4.589697617821321017e-05 3.329822901935082524e-05
4.400000000000000000e+01 4.300000000000000000e+01 3.928116858626429827e-05 3.302416056451155729e-05
4.400000000000000000e+01 4.400000000000000000e+01 3.270345141114404852e-05 3.272041174496043159e-05
4.400000000000000000e+01 4.500000000000000000e+01 2.625494724312194938e-05 3.241857595834848562e-05
4.400000000000000000e+01 4.600000000000000000e+01 1.985247985468535729e-05 3.220269926322537470e-05
4.400000000000000000e+01 4.700000000000000000e+01 1.366406362111537121e-05 3.229702817018118672e-05
4.400000000000000000e+01 4.800000000000000000e+01 7.521237666660452056e-06 3.482521194153161218e-05
4.400000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 3.722186415303174685e-05
4.500000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -2.797260981880132059e-05
4.500000000000000000e+01 1.000000000000000000e+00 6.902330459022746671e-06 -2.606182840431371325e-05
4.500000000000000000e+01 2.000000000000000000e+00 1.260916929443555039e-05 -2.420255074534975653e-05
4.500000000000000000e+01 3.000000000000000000e+00 1.837235453084150232e-05 -2.421311384717382835e-05
4.500000000000000000e+01 4.000000000000000000e+00 2.422834700644928345e-05 -2.437794787442074563e-05
4.500000000000000000e+01 5.000000000000000000e+00 3.013705917329005359e-05 -2.463506819675527395e-05
4.500000000000000000e+01 6.000000000000000000e+00 3.618473817635823285e-05 -2.481014320076746168e-05
4.500000000000000000e+01 7.000000000000000000e+00 4.226156237578548749e-05 -2.516813954181423396e-05
4.500000000000000000e+01 8.000000000000000000e+00 4.854737072027711623e-05 -2.551114618123753188e-05
4.500000000000000000e+01 9.000000000000000000e+00 5.483016644558091207e-05 -2.564669682567354307e-05
4.500000000000000000e+01 1.000000000000000000e+01 6.123461215920527462e-05 -2.579105696483009443e-05
4.500000000000000000e+01 1.100000000000000000e+01 6.771510758072901823e-05 -2.587561422271464698e-05
4.500000000000000000e+01 1.200000000000000000e+01 7.415645115698785302e-05 -2.575015414190678768e-05
4.500000000000000000e+01 1.300000000000000000e+01 8.078689517939432454e-05 -2.541323716663941796e-05
4.500000000000000000e+01 1.400000000000000000e+01 8.722382380925268203e-05 -2.484464266191811570e-05
4.500000000000000000e+01 1.500000000000000000e+01 9.356453525473227466e-05 -2.407953889493362541e-05
4.500000000000000000e+01 1.600000000000000000e+01 9.971442150100002480e-05 -2.304096811539397258e-05
4.500000000000000000e+01 1.700000000000000000e+01 1.055967582128952839e-04 -2.169295523222390882e-05
4.500000000000000000e+01 1.800000000000000000e+01 1.111636538220952663e-04 -1.991567328792976429e-05
4.500000000000000000e+01 1.900000000000000000e+01 1.161800354339277805e-04 -1.788489194854507298e-05
4.500000000000000000e+01 2.000000000000000000e+01 1.207595258342406387e-04 -1.553973595677446006e-05
4.500000000000000000e+01 2.100000000000000000e+01 1.246041644811173401e-04 -1.276125312973949515e-05
4.500000000000000000e+01 2.200000000000000000e+01 1.277237633872259066e-04 -9.785542235010583415e-06
4.500000000000000000e+01 2.300000000000000000e+01 1.299176397946711910e-04 -6.541262853087593566e-06
4.500000000000000000e+01 2.400000000000000000e+01 1.312628446205451802e-04 -3.139815213042292368e-06
4.500000000000000000e+01 2.500000000000000000e+01 1.317194196406638017e-04 3.075470995867260471e-07
4.500000000000000000e+01 2.600000000000000000e+01 1.311527425437736412e-04 3.755472556280002681e-06
4.500000000000000000e+01 2.700000000000000000e+01 1.295792771772016829e-04 7.131188836106321441e-06
4.500000000000000000e+01 2.800000000000000000e+01 1.272477265003713195e-04 1.034769864753897883e-05
4.500000000000000000e+01 2.900000000000000000e+01 1.240202537183288935e-04 1.334808626462090256e-05
4.500000000000000000e+01 3.000000000000000000e+01 1.200617244091230207e-04 1.607596580593245988e-05
4.500000000000000000e+01 3.100000000000000000e+01 1.153825502618648286e-04 1.851692265028800932e-05
4.500000000000000000e+01 3.200000000000000000e+01 1.102050970012755213e-04 2.060671727608723845e-05
4.500000000000000000e+01 3.300000000000000000e+01 1.044810883460768646e-04 2.233177949128358625e-05
4.500000000000000000e+01 3.400000000000000000e+01 9.840193932390353952e-05 2.374287410678222647e-05
4.500000000000000000e+01 3.500000000000000000e+01 9.197617292306908116e-05 2.488879272366325180e-05
