# i, j, A_i, A_j
1.300000000000000000e+01 1.900000000000000000e+01 -1.745590399990916246e-04 -8.348333362464958104e-05
1.300000000000000000e+01 2.000000000000000000e+01 -1.884153409442440195e-04 -7.494418109992657864e-05
1.300000000000000000e+01 2.100000000000000000e+01 -2.012179824368814755e-04 -6.384280021465087943e-05
1.300000000000000000e+01 2.200000000000000000e+01 -2.123849816269753749e-04 -5.040462029965082393e-05
1.300000000000000000e+01 2.300000000000000000e+01 -2.210454390794223522e-04 -3.475429781411528730e-05
1.300000000000000000e+01 2.400000000000000000e+01 -2.264719898866372934e-04 -1.741403179065679693e-05
1.300000000000000000e+01 2.500000000000000000e+01 -2.282437423119208515e-04 8.360011942265110213e-07
1.300000000000000000e+01 2.600000000000000000e+01 -2.263143717451053223e-04 1.908435844460716190e-05
1.300000000000000000e+01 2.700000000000000000e+01 -2.207807118275696093e-04 3.629337792673879935e-05
1.300000000000000000e+01 2.800000000000000000e+01 -2.120537534692071898e-04 5.196990636333271088e-05
1.300000000000000000e+01 2.900000000000000000e+01 -2.008439217371496338e-04 6.555120865791403632e-05
1.300000000000000000e+01 3.000000000000000000e+01 -1.879044768096799775e-04 7.666771801868226075e-05
1.300000000000000000e+01 3.100000000000000000e+01 -1.738592174480000935e-04 8.527910262109473540e-05
1.300000000000000000e+01 3.200000000000000000e+01 -1.594921251318117154e-04 9.159556792009623805e-05
1.300000000000000000e+01 3.300000000000000000e+01 -1.451370498228997559e-04 9.569647179094500217e-05
1.300000000000000000e+01 3.400000000000000000e+01 -1.311250344914098934e-04 9.796623785948428264e-05
1.300000000000000000e+01 3.500000000000000000e+01 -1.177481875822082146e-04 9.885792322081516422e-05
1.300000000000000000e+01 3.600000000000000000e+01 -1.051839140749499671e-04 9.857769701977531392e-05
1.300000000000000000e+01 3.700000000000000000e+01 -9.344510031608025541e-05 9.739561078512631821e-05
1.300000000000000000e+01 3.800000000000000000e+01 -8.254154183291549781e-05 9.558293209833312225e-05
1.300000000000000000e+01 3.900000000000000000e+01 -7.245918067984503290e-05 9.348927565883537009e-05
1.300000000000000000e+01 4.000000000000000000e+01 -6.317193194624754491e-05 9.119790664068321180e-05
1.300000000000000000e+01 4.100000000000000000e+01 -5.451811515762587570e-05 8.881560575653175017e-05
1.300000000000000000e+01 4.200000000000000000e+01 -4.654692443403199344e-05 8.649913366047827425e-05
1.300000000000000000e+01 4.300000000000000000e+01 -3.903185574364692297e-05 8.432363409673163676e-05
1.300000000000000000e+01 4.400000000000000000e+01 -3.202703333840642734e-05 8.236879784802574609e-05
1.300000000000000000e+01 4.500000000000000000e+01 -2.539643012774403562e-05 8.076419960786044737e-05
1.300000000000000000e+01 4.600000000000000000e+01 -1.902036920230382470e-05 7.932293839254514391e-05
1.300000000000000000e+01 4.700000000000000000e+01 -1.297443679988165288e-05 7.759924732061795156e-05
1.300000000000000000e+01 4.800000000000000000e+01 -6.880448638559050905e-06 8.509131605710987516e-05
1.300000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 9.357345886645741133e-05
1.400000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -9.259634457249806309e-05
1.400000000000000000e+01 1.000000000000000000e+00 -5.994187683823408810e-06 -8.420563756682615433e-05
1.400000000000000000e+01 2.000000000000000000e+00 -1.130659607885226914e-05 -7.687643122128188177e-05
1.400000000000000000e+01 3.000000000000000000e+00 -1.670900280041653398e-05 -7.869834088477610631e-05
1.400000000000000000e+01 4.000000000000000000e+00 -2.230449919321560843e-05 -8.034006928041149249e-05
1.400000000000000000e+01 5.000000000000000000e+00 -2.815932633756692682e-05 -8.240774936655505408e-05
1.400000000000000000e+01 6.000000000000000000e+00 -3.438556249752837716e-05 -8.476871015032102054e-05
1.400000000000000000e+01 7.000000000000000000e+00 -4.111232259355586741e-05 -8.742629883835920926e-05
1.400000000000000000e+01 8.000000000000000000e+00 -4.831877749267787184e-05 -9.043587328493214467e-05
1.400000000000000000e+01 9.000000000000000000e+00 -5.621150147655474758e-05 -9.367588930647810811e-05
1.400000000000000000e+01 1.000000000000000000e+01 -6.481484561230761330e-05 -9.702725399172106545e-05
1.400000000000000000e+01 1.100000000000000000e+01 -7.433275504226198160e-05 -1.003488434608114984e-04
1.400000000000000000e+01 1.200000000000000000e+01 -8.472129621703126815e-05 -1.036106205207902066e-04
1.400000000000000000e+01 1.300000000000000000e+01 -9.619536031161765588e-05 -1.064510199437673690e-04
1.400000000000000000e+01 1.400000000000000000e+01 -1.087176687301413943e-04 -1.086857376443891134e-04
1.400000000000000000e+01 1.500000000000000000e+01 -1.224564020344392221e-04 -1.101510339546863488e-04
1.400000000000000000e+01 1.600000000000000000e+01 -1.372009614853307797e-04 -1.102973153660265649e-04
1.400000000000000000e+01 1.700000000000000000e+01 -1.530370403995110666e-04 -1.087378730955983414e-04
1.400000000000000000e+01 1.800000000000000000e+01 -1.697041872535926367e-04 -1.051136587748284111e-04
1.400000000000000000e+01 1.900000000000000000e+01 -1.868156843629303725e-04 -9.884636702415041960e-05
1.400000000000000000e+01 2.000000000000000000e+01 -2.036757377456284261e-04 -8.959717699304908540e-05
1.400000000000000000e+01 2.100000000000000000e+01 -2.195873473138605430e-04 -7.713793948435632153e-05
1.400000000000000000e+01 2.200000000000000000e+01 -2.336308132945716333e-04 -6.139662840734983092e-05
1.400000000000000000e+01 2.300000000000000000e+01 -2.446526145477707871e-04 -4.259749470491951129e-05
1.400000000000000000e+01 2.400000000000000000e+01 -2.516737545584108717e-04 -2.144593183215737046e-05
1.400000000000000000e+01 2.500000000000000000e+01 -2.541084054378581593e-04 8.752491564016813552e-07
1.400000000000000000e+01 2.600000000000000000e+01 -2.516473319237479524e-04 2.318944381289123405e-05
1.400000000000000000e+01 2.700000000000000000e+01 -2.444449645962122782e-04 4.426731670253178201e-05
1.400000000000000000e+01 2.800000000000000000e+01 -2.333283523870994126e-04 6.309300052310192093e-05
1.400000000000000000e+01 2.900000000000000000e+01 -2.191618925965423039e-04 7.892744001913333789e-05
1.400000000000000000e+01 3.000000000000000000e+01 -2.031542325176485678e-04 9.149229534251572711e-05
1.400000000000000000e+01 3.100000000000000000e+01 -1.862175287948793266e-04 1.007826080777806180e-04
1.400000000000000000e+01 3.200000000000000000e+01 -1.690205297244931973e-04 1.070110126407425744e-04
1.400000000000000000e+01 3.300000000000000000e+01 -1.523360624045213153e-04 1.108598099408800337e-04
1.400000000000000000e+01 3.400000000000000000e+01 -1.363470794887915128e-04 1.125701337580741574e-04
1.400000000000000000e+01 3.500000000000000000e+01 -1.214014551741196806e-04 1.124827425093451443e-04
1.400000000000000000e+01 3.600000000000000000e+01 -1.075356239393002568e-04 1.112560333973907625e-04
1.400000000000000000e+01 3.700000000000000000e+01 -9.486121996615934013e-05 1.091672771340493992e-04
1.400000000000000000e+01 3.800000000000000000e+01 -8.326674311909335871e-05 1.064832702743236906e-04
1.400000000000000000e+01 3.900000000000000000e+01 -7.262815814577716416e-05 1.034452025145491533e-04
1.400000000000000000e+01 4.000000000000000000e+01 -6.297748681917999646e-05 1.003019832541036938e-04
1.400000000000000000e+01 4.100000000000000000e+01 -5.410143762316467833e-05 9.720454597514810750e-05
1.400000000000000000e+01 4.200000000000000000e+01 -4.601440033882099644e-05 9.431140821597694358e-05
1.400000000000000000e+01 4.300000000000000000e+01 -3.847438221752665609e-05 9.164445684534824562e-05
1.400000000000000000e+01 4.400000000000000000e+01 -3.144827223160173713e-05 8.920709492301153701e-05
1.400000000000000000e+01 4.500000000000000000e+01 -2.489391858849051751e-05 8.723114619056882490e-05
1.400000000000000000e+01 4.600000000000000000e+01 -1.865534976293372065e-05 8.559193883645124941e-05
1.400000000000000000e+01 4.700000000000000000e+01 -1.269995384456857788e-05 8.507041271868669738e-05
1.400000000000000000e+01 4.800000000000000000e+01 -6.973550864681028131e-06 9.138596477492372163e-05
1.400000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 9.745255969372284730e-05
1.500000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -9.554758083739741054e-05
1.500000000000000000e+01 1.000000000000000000e+00 -5.938565772913473491e-06 -8.962991715658982935e-05
1.500000000000000000e+01 2.000000000000000000e+00 -1.085303719717425441e-05 -8.359772853087796491e-05
1.500000000000000000e+01 3.000000000000000000e+00 -1.611456793072915325e-05 -8.424882037581449203e-05
1.500000000000000000e+01 4.000000000000000000e+00 -2.147354054592796727e-05 -8.603908602796301328e-05
1.500000000000000000e+01 5.000000000000000000e+00 -2.724895460620932745e-05 -8.837318933882710352e-05
1.500000000000000000e+01 6.000000000000000000e+00 -3.331560449453473908e-05 -9.119287523666483124e-05
1.500000000000000000e+01 7.000000000000000000e+00 -3.995275185060185013e-05 -9.441466726125901732e-05
1.500000000000000000e+01 8.000000000000000000e+00 -4.718861349469643304e-05 -9.802041980698907118e-05
1.500000000000000000e+01 9.000000000000000000e+00 -5.517324757758890457e-05 -1.020192481379793618e-04
1.500000000000000000e+01 1.000000000000000000e+01 -6.388333109992529353e-05 -1.062424035436008692e-04
1.500000000000000000e+01 1.100000000000000000e+01 -7.364308224514881478e-05 -1.105303283475778738e-04
1.500000000000000000e+01 1.200000000000000000e+01 -8.448333871444765452e-05 -1.148122949348978454e-04
1.500000000000000000e+01 1.300000000000000000e+01 -9.662313445806707587e-05 -1.188080658270640466e-04
1.500000000000000000e+01 1.400000000000000000e+01 -1.101135483024855621e-04 -1.224241637596900452e-04
1.500000000000000000e+01 1.500000000000000000e+01 -1.251976380674371713e-04 -1.251477913158096852e-04
1.500000000000000000e+01 1.600000000000000000e+01 -1.416747836062912363e-04 -1.264917948295971647e-04
1.500000000000000000e+01 1.700000000000000000e+01 -1.597854015478521140e-04 -1.261401159099219144e-04
1.500000000000000000e+01 1.800000000000000000e+01 -1.791463316397375180e-04 -1.233828044068700043e-04
1.500000000000000000e+01 1.900000000000000000e+01 -1.995064587976422494e-04 -1.174548841166853704e-04
1.500000000000000000e+01 2.000000000000000000e+01 -2.201698009225473446e-04 -1.077158440508567492e-04
1.500000000000000000e+01 2.100000000000000000e+01 -2.401710418911409076e-04 -9.379787576359408657e-05
1.500000000000000000e+01 2.200000000000000000e+01 -2.581236138097301163e-04 -7.546988753356106798e-05
1.500000000000000000e+01 2.300000000000000000e+01 -2.726045997107483677e-04 -5.279723907795452580e-05
1.500000000000000000e+01 2.400000000000000000e+01 -2.820046836170080323e-04 -2.686982268074416917e-05
1.500000000000000000e+01 2.500000000000000000e+01 -2.853917867007113758e-04 8.624238288894303661e-07
1.500000000000000000e+01 2.600000000000000000e+01 -2.819859492988580595e-04 2.874779928625304307e-05
1.500000000000000000e+01 2.700000000000000000e+01 -2.724729531995953753e-04 5.461235746338733918e-05
1.500000000000000000e+01 2.800000000000000000e+01 -2.578337015643880278e-04 7.725297836300268513e-05
1.500000000000000000e+01 2.900000000000000000e+01 -2.398037215112810809e-04 9.572532852736488108e-05
1.500000000000000000e+01 3.000000000000000000e+01 -2.196847688956106394e-04 1.096120818203452380e-04
1.500000000000000000e+01 3.100000000000000000e+01 -1.990196948491525404e-04 1.194128054142501059e-04
1.500000000000000000e+01 3.200000000000000000e+01 -1.785104908029461332e-04 1.254770343104542494e-04
1.500000000000000000e+01 3.300000000000000000e+01 -1.589996192291080399e-04 1.283699220266466866e-04
1.500000000000000000e+01 3.400000000000000000e+01 -1.408593260266109964e-04 1.289008450898859173e-04
1.500000000000000000e+01 3.500000000000000000e+01 -1.241765695599356036e-04 1.276693787703064202e-04
1.500000000000000000e+01 3.600000000000000000e+01 -1.090553551683421567e-04 1.251179322277356544e-04
1.500000000000000000e+01 3.700000000000000000e+01 -9.540021880268792411e-05 1.216644916053332163e-04
1.500000000000000000e+01 3.800000000000000000e+01 -8.315013464494866186e-05 1.178159939187152982e-04
1.500000000000000000e+01 3.900000000000000000e+01 -7.207401282181017050e-05 1.137785319587487323e-04
1.500000000000000000e+01 4.000000000000000000e+01 -6.212048753419886554e-05 1.097246271632956976e-04
1.500000000000000000e+01 4.100000000000000000e+01 -5.316154157399683149e-05 1.057786922368907502e-04
1.500000000000000000e+01 4.200000000000000000e+01 -4.492006693453348774e-05 1.021261890661162965e-04
1.500000000000000000e+01 4.300000000000000000e+01 -3.753462193828221646e-05 9.888976220395089608e-05
1.500000000000000000e+01 4.400000000000000000e+01 -3.057044426205414683e-05 9.594926147706188467e-05
1.500000000000000000e+01 4.500000000000000000e+01 -2.412573441349847073e-05 9.355712207652846384e-05
1.500000000000000000e+01 4.600000000000000000e+01 -1.812293433872710197e-05 9.151690313646708354e-05
1.500000000000000000e+01 4.700000000000000000e+01 -1.223556097845580697e-05 8.928104621887065085e-05
1.500000000000000000e+01 4.800000000000000000e+01 -6.521117973551176193e-06 9.779126990167845304e-05
1.500000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.075205605958194676e-04
1.600000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.044734761183250101e-04
1.600000000000000000e+01 1.000000000000000000e+00 -5.437254105231799329e-06 -9.505867476400040874e-05
1.600000000000000000e+01 2.000000000000000000e+00 -1.024077993935924153e-05 -8.705243337909756153e-05
1.600000000000000000e+01 3.000000000000000000e+00 -1.521610880049701145e-05 -8.931884423352981917e-05
1.600000000000000000e+01 4.000000000000000000e+00 -2.036302172900116133e-05 -9.147445595589166669e-05
1.600000000000000000e+01 5.000000000000000000e+00 -2.590092824679757536e-05 -9.424981331516182588e-05
1.600000000000000000e+01 6.000000000000000000e+00 -3.185063771311754397e-05 -9.747250739471354322e-05
1.600000000000000000e+01 7.000000000000000000e+00 -3.824569050803400868e-05 -1.012993078385209032e-04
1.600000000000000000e+01 8.000000000000000000e+00 -4.543066412583972096e-05 -1.056563690119191991e-04
1.600000000000000000e+01 9.000000000000000000e+00 -5.330857753614511333e-05 -1.103706069117069686e-04
1.600000000000000000e+01 1.000000000000000000e+01 -6.210359304733111723e-05 -1.154970886592809757e-04
1.600000000000000000e+01 1.100000000000000000e+01 -7.201334473804345358e-05 -1.209488510753338594e-04
1.600000000000000000e+01 1.200000000000000000e+01 -8.316964311526038947e-05 -1.265906727337084677e-04
1.600000000000000000e+01 1.300000000000000000e+01 -9.588270072849827165e-05 -1.320812295318052765e-04
1.600000000000000000e+01 1.400000000000000000e+01 -1.103026112514945718e-04 -1.372602412537592088e-04
1.600000000000000000e+01 1.500000000000000000e+01 -1.265234377554411843e-04 -1.417122692584920230e-04
1.600000000000000000e+01 1.600000000000000000e+01 -1.449098019148035814e-04 -1.448850788464415076e-04
1.600000000000000000e+01 1.700000000000000000e+01 -1.654211611219134600e-04 -1.462094211290446231e-04
1.600000000000000000e+01 1.800000000000000000e+01 -1.879600522916898952e-04 -1.448347160246185464e-04
1.600000000000000000e+01 1.900000000000000000e+01 -2.122929687115098722e-04 -1.398698363069602463e-04
1.600000000000000000e+01 2.000000000000000000e+01 -2.377454113937299898e-04 -1.302617600865477437e-04
1.600000000000000000e+01 2.100000000000000000e+01 -2.631015513011392484e-04 -1.150917523715390932e-04
1.600000000000000000e+01 2.200000000000000000e+01 -2.866395728624443213e-04 -9.383018622695729095e-05
1.600000000000000000e+01 2.300000000000000000e+01 -3.059839427602189729e-04 -6.647856451219742724e-05
1.600000000000000000e+01 2.400000000000000000e+01 -3.190135331789538311e-04 -3.423311882212037860e-05
1.600000000000000000e+01 2.500000000000000000e+01 -3.235212817554683571e-04 8.939834745516541531e-07
1.600000000000000000e+01 2.600000000000000000e+01 -3.189632022952430725e-04 3.610827731400723453e-05
1.600000000000000000e+01 2.700000000000000000e+01 -3.058453073032146776e-04 6.841956443700181363e-05
1.600000000000000000e+01 2.800000000000000000e+01 -2.863305667725084876e-04 9.576223221141621535e-05
1.600000000000000000e+01 2.900000000000000000e+01 -2.627479756839791632e-04 1.170763726879107264e-04
1.600000000000000000e+01 3.000000000000000000e+01 -2.373189126720577549e-04 1.322763220046442676e-04
1.600000000000000000e+01 3.100000000000000000e+01 -2.117744336361032306e-04 1.419568861704451242e-04
1.600000000000000000e+01 3.200000000000000000e+01 -1.874021188069480365e-04 1.470310882607870750e-04
1.600000000000000000e+01 3.300000000000000000e+01 -1.647284455980560112e-04 1.485109747172151705e-04
1.600000000000000000e+01 3.400000000000000000e+01 -1.441070604263541138e-04 1.473931834272465937e-04
1.600000000000000000e+01 3.500000000000000000e+01 -1.256593214464270638e-04 1.442867133676139840e-04
1.600000000000000000e+01 3.600000000000000000e+01 -1.092782380794572782e-04 1.400323841546384420e-04
1.600000000000000000e+01 3.700000000000000000e+01 -9.477102665716714662e-05 1.350724976574428941e-04
1.600000000000000000e+01 3.800000000000000000e+01 -8.189974946296496496e-05 1.298094762552014442e-04
1.600000000000000000e+01 3.900000000000000000e+01 -7.053940686661027814e-05 1.244748496252989496e-04
1.600000000000000000e+01 4.000000000000000000e+01 -6.048011349177963075e-05 1.192144545019170328e-04
1.600000000000000000e+01 4.100000000000000000e+01 -5.144742561076167840e-05 1.144049665748134853e-04
1.600000000000000000e+01 4.200000000000000000e+01 -4.331333415394763220e-05 1.099383278516915586e-04
1.600000000000000000e+01 4.300000000000000000e+01 -3.601871384936153244e-05 1.059940795178275865e-04
1.600000000000000000e+01 4.400000000000000000e+01 -2.927162561646172358e-05 1.026159824477952827e-04
1.600000000000000000e+01 4.500000000000000000e+01 -2.301914287024259135e-05 9.967865611389586976e-05
1.600000000000000000e+01 4.600000000000000000e+01 -1.723109854197908599e-05 9.748211227149391317e-05
1.600000000000000000e+01 4.700000000000000000e+01 -1.162124974213127489e-05 9.667222908386262316e-05
1.600000000000000000e+01 4.800000000000000000e+01 -6.346150494551272439e-06 1.036215257533795286e-04
1.600000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.104947956408251997e-04
1.700000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.064220890478610092e-04
1.700000000000000000e+01 1.000000000000000000e+00 -5.281488491718367827e-06 -9.987069709594907088e-05
1.700000000000000000e+01 2.000000000000000000e+00 -9.684221526682696606e-06 -9.337658322614318380e-05
1.700000000000000000e+01 3.000000000000000000e+00 -1.417950701513209571e-05 -9.437106216545641183e-05
1.700000000000000000e+01 4.000000000000000000e+00 -1.907026213800980426e-05 -9.672390547426357719e-05
1.700000000000000000e+01 5.000000000000000000e+00 -2.429455641127716849e-05 -9.986080532294348616e-05
1.700000000000000000e+01 6.000000000000000000e+00 -2.989682174483104847e-05 -1.035376374979012646e-04
1.700000000000000000e+01 7.000000000000000000e+00 -3.613374408975903417e-05 -1.079946936739811943e-04
1.700000000000000000e+01 8.000000000000000000e+00 -4.300121898128344113e-05 -1.130833068351001758e-04
1.700000000000000000e+01 9.000000000000000000e+00 -5.065852910902664090e-05 -1.186921770594707580e-04
1.700000000000000000e+01 1.000000000000000000e+01 -5.937406693567841287e-05 -1.249471707454992094e-04
1.700000000000000000e+01 1.100000000000000000e+01 -6.930489385230647476e-05 -1.315963784155071460e-04
1.700000000000000000e+01 1.200000000000000000e+01 -8.064127310214420051e-05 -1.386816509253526635e-04
1.700000000000000000e+01 1.300000000000000000e+01 -9.365095840482492995e-05 -1.459410339632982289e-04
1.700000000000000000e+01 1.400000000000000000e+01 -1.087872003967501385e-04 -1.530649007866329578e-04
1.700000000000000000e+01 1.500000000000000000e+01 -1.261559890405774924e-04 -1.597549819791186949e-04
1.700000000000000000e+01 1.600000000000000000e+01 -1.462757513571110411e-04 -1.653895181960694403e-04
1.700000000000000000e+01 1.700000000000000000e+01 -1.692164098785381475e-04 -1.691903662868082282e-04
1.700000000000000000e+01 1.800000000000000000e+01 -1.953101674791340482e-04 -1.702546119964664165e-04
1.700000000000000000e+01 1.900000000000000000e+01 -2.243589097617076141e-04 -1.672402432187254651e-04
1.700000000000000000e+01 2.000000000000000000e+01 -2.557458442957306986e-04 -1.585244266404861255e-04
1.700000000000000000e+01 2.100000000000000000e+01 -2.881917465757271625e-04 -1.426920372323084180e-04
1.700000000000000000e+01 2.200000000000000000e+01 -3.194479179418920328e-04 -1.183522789926407925e-04
1.700000000000000000e+01 2.300000000000000000e+01 -3.461914324728672301e-04 -8.517119939446403561e-05
1.700000000000000000e+01 2.400000000000000000e+01 -3.646880137245190820e-04 -4.440716167599355335e-05
1.700000000000000000e+01 2.500000000000000000e+01 -3.712405007702127349e-04 9.127547126001889222e-07
1.700000000000000000e+01 2.600000000000000000e+01 -3.645737183293792493e-04 4.642377373850672256e-05
1.700000000000000000e+01 2.700000000000000000e+01 -3.460399106127508111e-04 8.724499298612192408e-05
1.700000000000000000e+01 2.800000000000000000e+01 -3.191883843700544284e-04 1.203503099822381996e-04
1.700000000000000000e+01 2.900000000000000000e+01 -2.878382997040704848e-04 1.447369826278156139e-04
1.700000000000000000e+01 3.000000000000000000e+01 -2.553643736701582956e-04 1.605856238682211706e-04
1.700000000000000000e+01 3.100000000000000000e+01 -2.238532000197919480e-04 1.693295992793598242e-04
1.700000000000000000e+01 3.200000000000000000e+01 -1.947641620352194916e-04 1.725230223485014688e-04
1.700000000000000000e+01 3.300000000000000000e+01 -1.685502934264608132e-04 1.716649804072406093e-04
1.700000000000000000e+01 3.400000000000000000e+01 -1.454522514086020691e-04 1.679699692415148648e-04
1.700000000000000000e+01 3.500000000000000000e+01 -1.252641828682443496e-04 1.624982011172032559e-04
1.700000000000000000e+01 3.600000000000000000e+01 -1.077249028369288214e-04 1.560062270169955715e-04
1.700000000000000000e+01 3.700000000000000000e+01 -9.259916835249650674e-05 1.490429802218255296e-04
1.700000000000000000e+01 3.800000000000000000e+01 -7.933356852691045291e-05 1.420476137092721667e-04
1.700000000000000000e+01 3.900000000000000000e+01 -6.795165357782533781e-05 1.351981679299340666e-04
1.700000000000000000e+01 4.000000000000000000e+01 -5.786302426688934514e-05 1.288166084191442974e-04
1.700000000000000000e+01 4.100000000000000000e+01 -4.895276096778683212e-05 1.229454715747227487e-04
1.700000000000000000e+01 4.200000000000000000e+01 -4.109438304996813809e-05 1.175549008275164425e-04
1.700000000000000000e+01 4.300000000000000000e+01 -3.395398716737191291e-05 1.129314707414368047e-04
1.700000000000000000e+01 4.400000000000000000e+01 -2.756713302239793568e-05 1.089488324561808258e-04
1.700000000000000000e+01 4.500000000000000000e+01 -2.167682012907130428e-05 1.055976491510111014e-04
1.700000000000000000e+01 4.600000000000000000e+01 -1.615276489446484118e-05 1.029147962645784000e-04
1.700000000000000000e+01 4.700000000000000000e+01 -1.085974288677325501e-05 1.001659942662984576e-04
1.700000000000000000e+01 4.800000000000000000e+01 -5.740470492736990274e-06 1.094125196438097279e-04
1.700000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.202128615849220125e-04
1.800000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.150364531017617457e-04
1.800000000000000000e+01 1.000000000000000000e+00 -4.703014673167932628e-06 -1.047428962906831053e-04
1.800000000000000000e+01 2.000000000000000000e+00 -8.834042968772112510e-06 -9.595045190251128941e-05
1.800000000000000000e+01 3.000000000000000000e+00 -1.304419698465052093e-05 -9.870488484485692683e-05
1.800000000000000000e+01 4.000000000000000000e+00 -1.751479932952563308e-05 -1.015895053520367395e-04
1.800000000000000000e+01 5.000000000000000000e+00 -2.235897136572732001e-05 -1.050763729219830701e-04
1.800000000000000000e+01 6.000000000000000000e+00 -2.755292714474934408e-05 -1.093116950731954089e-04
1.800000000000000000e+01 7.000000000000000000e+00 -3.341848584235523585e-05 -1.144037050749732959e-04
1.800000000000000000e+01 8.000000000000000000e+00 -3.984218661157797221e-05 -1.201811540311868058e-04
1.800000000000000000e+01 9.000000000000000000e+00 -4.719760655108622876e-05 -1.267434548661019404e-04
1.800000000000000000e+01 1.000000000000000000e+01 -5.559244894611068029e-05 -1.341434534025608095e-04
1.800000000000000000e+01 1.100000000000000000e+01 -6.521641449718515796e-05 -1.422160572417996470e-04
1.800000000000000000e+01 1.200000000000000000e+01 -7.646636875461730511e-05 -1.509367372862269229e-04
1.800000000000000000e+01 1.300000000000000000e+01 -8.960931948343053063e-05 -1.602271568264112146e-04
1.800000000000000000e+01 1.400000000000000000e+01 -1.050875765842059634e-04 -1.697652718895117712e-04
1.800000000000000000e+01 1.500000000000000000e+01 -1.233700434424726345e-04 -1.792008202188529256e-04
1.800000000000000000e+01 1.600000000000000000e+01 -1.448984919964035455e-04 -1.879454996844021628e-04
1.800000000000000000e+01 1.700000000000000000e+01 -1.702826549805675112e-04 -1.952438372510676302e-04
1.800000000000000000e+01 1.800000000000000000e+01 -1.999574890105511923e-04 -1.999772159077880130e-04
1.800000000000000000e+01 1.900000000000000000e+01 -2.342723312777153250e-04 -2.003055131235568966e-04
1.800000000000000000e+01 2.000000000000000000e+01 -2.729671015734627931e-04 -1.940945969005672921e-04
1.800000000000000000e+01 2.100000000000000000e+01 -3.148021083308639046e-04 -1.787938260177004274e-04
1.800000000000000000e+01 2.200000000000000000e+01 -3.570080732405299818e-04 -1.518298721240973585e-04
1.800000000000000000e+01 2.300000000000000000e+01 -3.951506248005100860e-04 -1.117186602948244765e-04
1.800000000000000000e+01 2.400000000000000000e+01 -4.225016658117933255e-04 -5.928218711946588344e-05
1.800000000000000000e+01 2.500000000000000000e+01 -4.326424243210477086e-04 1.008278869691486834e-06
1.800000000000000000e+01 2.600000000000000000e+01 -4.224005586897995775e-04 6.130886747146915838e-05
1.800000000000000000e+01 2.700000000000000000e+01 -3.950658690587212536e-04 1.138048983963266345e-04
1.800000000000000000e+01 2.800000000000000000e+01 -3.568658633873386665e-04 1.539638431200965416e-04
1.800000000000000000e+01 2.900000000000000000e+01 -3.145516777557908795e-04 1.809003833878068592e-04
1.800000000000000000e+01 3.000000000000000000e+01 -2.726484332689048124e-04 1.962614216889228044e-04
1.800000000000000000e+01 3.100000000000000000e+01 -2.338893232258713439e-04 2.025570978053839281e-04
1.800000000000000000e+01 3.200000000000000000e+01 -1.995507398733300814e-04 2.023339948541182098e-04
1.800000000000000000e+01 3.300000000000000000e+01 -1.697177590271304291e-04 1.978228853438325930e-04
1.800000000000000000e+01 3.400000000000000000e+01 -1.442269893930704129e-04 1.906792939854630572e-04
1.800000000000000000e+01 3.500000000000000000e+01 -1.225335269160109054e-04 1.820140619392872318e-04
1.800000000000000000e+01 3.600000000000000000e+01 -1.042367076078860866e-04 1.726973986703862849e-04
1.800000000000000000e+01 3.700000000000000000e+01 -8.867327519004224515e-05 1.634638319674612626e-04
1.800000000000000000e+01 3.800000000000000000e+01 -7.546509688241629776e-05 1.544569910298726131e-04
1.800000000000000000e+01 3.900000000000000000e+01 -6.409112766709039368e-05 1.459453938853200574e-04
1.800000000000000000e+01 4.000000000000000000e+01 -5.421880341478552048e-05 1.382133471119555384e-04
1.800000000000000000e+01 4.100000000000000000e+01 -4.565499084142817269e-05 1.311736077917346924e-04
1.800000000000000000e+01 4.200000000000000000e+01 -3.815990725273128671e-05 1.249371016521064778e-04
1.800000000000000000e+01 4.300000000000000000e+01 -3.143686457330235667e-05 1.195213295453977889e-04
1.800000000000000000e+01 4.400000000000000000e+01 -2.548523358505072004e-05 1.148931494860958914e-04
1.800000000000000000e+01 4.500000000000000000e+01 -1.994183556193912825e-05 1.110930242418289643e-04
1.800000000000000000e+01 4.600000000000000000e+01 -1.483126662941015427e-05 1.082991895137919624e-04
1.800000000000000000e+01 4.700000000000000000e+01 -1.006435028853658418e-05 1.070845234855904673e-04
1.800000000000000000e+01 4.800000000000000000e+01 -5.500988997649798931e-06 1.144812686401527836e-04
1.800000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.219757366262991802e-04
1.900000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.158281183941968745e-04
